Country,Features,Region,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
        Austria,net generation,Europe,40.574,41.233,41.458,41.191,40.97,43.033,43.295,38.842,47.491,48.426,47.73,49.507,49.492,50.088,50.71,53.733,52.019,54.272,54.62,57.615,57.92042,58.93718,58.4038,55.50484,59.30708,61.30282,59.45448,60.17314,61.97422,63.583,63.937654,58.36573,64.742413,60.802337,57.646226,58.069497,61.732328,63.467831,61.2203869,68.8018868,67.7389039,64.2269678
        Belgium,net generation,Europe,50.572,47.537,47.25,49.041,50.813,53.112,54.576,59.154,61.423,63.708,66.36,67.17,67.377,66.105,67.275,69.309,70.833,73.42695,77.33711,78.572,77.99376,74.06752,76.282,78.76056,79.49996,80.61608,79.3191,82.41244,78.76178,84.84878,91.002351,86.160664,79.344337,79.545951,69.431713,66.970488,82.053225,82.77065,71.8065043,89.9204609,85.690887,94.8636857
        Bosnia and Herzegovina,net generation,Europe,--,--,--,--,--,--,--,--,--,--,--,--,6.304,3.245,4.162,4.32,7.157,8.471,9.282,10.191,10.0579,10.25858,10.40098,10.8151,12.26306,12.14576,12.80288,11.27702,14.17664,15.04026,16.49812,14.58342,13.44898,16.7691,15.4965,14.97832,16.98653,15.38966,18.20808,16.65445,15.69252,17.36192136
        Bulgaria,net generation,Europe,32.854,34.868,38.112,40.185,42.08,39.184,39.354,40.916,42.409,42.615,39.449,36.721,33.704,35.952,36.0665,39.569,41.067,39.854,39.253,35.912,38.3182,40.65336,40.75548,39.52822,38.79962,41.2454,42.68836,40.251732,41.72358,39.63248,43.10972,46.73622,43.6861,40.46622,44.3295,44.079049,40.217008,40.431095,41.5053836,38.7389512,35.6656192,41.5291854
        Croatia,net generation,Europe,--,--,--,--,--,--,--,--,--,--,--,--,8.578,9.015,8.026,8.594,10.277,9.353,10.505,11.833,10.22004,11.65016,11.68252,12.02396,12.6961,11.88718,11.81644,11.50088,11.69966,12.23508,14.32912,10.7817,10.15614,13.53568,13.08606,10.742444,12.052593,11.293476,13.125812,12.2922931,12.7997589,14.6034781
        Cyprus,net generation,Europe,0.968,0.993,1.071,1.148,1.175,1.24,1.338,1.421,1.568,1.734,1.857,1.952,2.26,2.426,2.52,2.325,2.4365,2.548,2.777,2.951,3.168,3.338,3.558,3.809,3.948,4.114,4.373,4.579,4.775,4.856,5.00806,4.64494,4.4494,4.05522,4.10502,4.316208,4.670173,4.781059,4.8302456,4.916683,4.6534741,4.8776793
        Czechia,net generation,Europe,--,--,--,--,--,--,--,--,--,--,--,--,--,55.52935,55.38585,57.48185,60.163,61.16639,61.38,60.394,68.611,69.92992,71.66256,78.0634,78.9831,76.96922,78.5972,82.55662,78.30462,76.93744,77.694447,79.244128,79.668827,78.990421,78.254983,75.785457,75.324978,78.886881,79.9821752,79.1107549,73.9507328,76.6408673
        Denmark,net generation,Europe,25.173,18.464,22.413,20.743,19.735,25.698,28.78,27.568,25.775,21.246,24.488,34.418,28.98,32.039,37.903,34.589,50.509,41.852,38.89373,36.856,34.22084,35.83744,37.36228,43.9208,38.60988,34.70892,43.47584,37.62304,35.076,34.851,37.913516,34.616036,30.258867,34.152282,31.85753,28.974012,30.197344,30.919752,30.4186372,29.8828185,28.9196916,32.7931727
        Estonia,net generation,Europe,--,--,--,--,--,--,--,--,--,--,--,--,11.121,8.571,8.602,8.172,8.557,8.666,8.011,7.773,8.00054,7.9855,8.09144,9.60974,9.68936,9.59936,9.15588,11.4673,9.95796,8.28482,11.804113,11.743832,10.652741,11.959914,11.180938,9.301154,10.641563,11.501345,11.1889412,6.8665502,5.9161313,6.653181
        Faroe Islands,net generation,Europe,0.152,0.157,0.161,0.161,0.169,0.182,0.18,0.184,0.205,0.206,0.202,0.194,0.191,0.173423,0.168605,0.16757,0.17462,0.175673,0.183441,0.192787,0.204017,0.221173,0.230724,0.238492,0.239156,0.235753,0.249856,0.25942,0.264851,0.264517,0.268143,0.264,0.28,0.28,0.297,0.306,0.306,0.324,0.3398,0.371,0.4064,0.4223616
        Finland,net generation,Europe,38.71,39.115,39.355,40.347,43.226,47.316,46.916,50.847,43.97,51.187,57.005,60.36,55.507,58.645,62.865,61.299,66.3682,65.52758,67.473,66.683,67.0747,71.23686,71.53498,80.30388,82.06266,67.86486,78.8327,77.9372,74.3593,69.14244,77.72505,70.963659,68.234809,69.05982,66.168692,66.888647,67.011713,65.811381,68.5524094,67.0671163,67.5709779,69.6532502
        Former Czechoslovakia,net generation,Europe,72.148,69.133,70.426,71.853,73.886,76.343,80.517,80.36,81.747,83.552,81.249,78.415,77.836,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
        Former Serbia and Montenegro,net generation,Europe,--,--,--,--,--,--,--,--,--,--,--,--,34.866,31.681,32.213,35.268,38.05,37.97,35.191,30.946,31.842,32.745,33.032,33.24,35.69,34.546,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
        Former Yugoslavia,net generation,Europe,57.153,58.204,59.758,63.67,69.923,72.091,75.121,77.257,79.935,78.931,78.69,75.15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
        France,net generation,Europe,250.498,261.858,264.508,279.984,306.101,324.265,341.513,355.869,370.643,384.475,396.184,428.517,437.9738,447.371,452.95,467.8295,483.443,476.755,482.398,494.518,509.63366,519.4517,526.14238,533.6022,540.59828,544.67706,542.97918,538.14118,544.0015,507.40836,539.912655,543.204119,543.056111,552.39671,542.444671,550.247779,536.004261,532.963003,552.9287295,543.7815506,506.0036239,530.4178475
        Germany,net generation,Europe,--,--,--,--,--,--,--,--,--,--,--,505.457,503.627,493.139,495.603,502.972,520.14,517.17443,522.214,519.283,540.11648,549.6969,549.97644,572.726,579.7422,577.6862,594.1134,598.5474,600.122,558.121,592.76104,575.676356,591.388791,601.497317,592.096504,611.510695,616.083534,620.117876,607.5568443,577.612099,545.3611372,557.1440648
"        Germany, East",net generation,Europe,98.808,94.478,96.52,98.419,110.093,113.834,115.291,113.62,117.634,117.724,104.008,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"        Germany, West",net generation,Europe,368.564,367.279,364.611,370.553,391.745,404.905,405.108,414.913,427.82,409.957,419.458,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
        Gibraltar,net generation,Europe,0.052,0.054,0.056,0.057,0.057,0.059,0.061,0.066,0.07,0.076,0.077,0.077,0.083,0.083,0.083,0.083,0.085,0.087,0.092,0.096,0.1175,0.11844,0.12126,0.12596,0.12784,0.1363,0.14194,0.1457,0.15604,0.16356,0.16638,0.16074,0.16544,0.17766,0.18612,0.21056,0.20116,0.20022,0.2021,0.20586,0.19545657,0.207965791
        Greece,net generation,Europe,21.288,21.879,21.763,22.263,23.057,25.736,25.965,27.595,29.648,31.266,32.681,33.724,35.031,35.861,37.991,38.897,40.026,40.80618,43.546,46.581,50.26192,49.78354,50.6184,54.50368,55.37564,55.95374,56.7105,58.86248,59.09142,57.7506,53.498057,53.668572,53.654754,52.614029,46.636551,47.867296,50.431187,50.513953,50.0798786,45.5072992,42.5123637,52.4739582
        Hungary,net generation,Europe,22.364,22.687,23.208,24.256,24.743,25.211,26.404,27.998,27.52,27.854,26.909,28.36,30.026,31.163306,31.743,32.226733,33.22876,33.52012,35.21641,35.724,33.23722,34.38844,34.14072,32.22422,31.86014,33.7422,33.65762,37.74876,37.70684,33.7298,34.960717,33.810596,32.587303,28.273384,27.436954,28.442948,29.89166,31.00248,30.1610501,32.463938,33.177421,34.1914781
        Iceland,net generation,Europe,3.148,3.268,3.585,3.777,3.925,3.852,4.063,4.157,4.42,4.479,4.468,4.452,4.503,4.682,4.735,4.933,5.0747,5.53369,6.225,7.128,7.6197,7.96676,8.34564,8.42864,8.55176,8.6157,9.85676,11.89288,16.34288,16.71088,16.746003,16.850998,17.295999,17.999998,17.803,18.558001,18.171608,18.846295,19.4324979,19.119793,18.778694,19.2629881
        Ireland,net generation,Europe,9.54,9.448,9.674,9.598,9.799,10.553,10.851,11.673,11.786,12.588,13.29,13.977,14.778,15.13,15.77,16.496,17.711,18.43922,19.567,20.396,22.17072,23.0527,23.24434,23.23862,23.58174,24.00882,25.42254,26.142,28.127,26.296,27.165581,26.372895,26.202849,24.618802,24.904899,27.189981,29.259077,29.879721,29.9323625,29.8700272,30.9904099,33.5958721
        Italy,net generation,Europe,175.413,169.761,173.03,170.44,169.876,171.861,178.341,187.607,173.751,195.2898,200.811,206.449,211.296,207.754,216.413,223.763,225.575,232.36697,238.669,243.915,253.21828,255.25074,259.79924,264.89276,277.3016,278.1547,288.70848,289.4176,295.01606,272.7457,288.117063,291.006684,287.426111,278.836768,269.699149,273.399218,279.976334,285.629453,280.369202,263.7055922,272.4289509,274.1786604
        Kosovo,net generation,Europe,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4.856,4.684,4.86534,5.46124,5.59418,6.14408,5.1199,5.76226,5.9821,5.919127,5.913045,6.346475,6.710489,6.337975
        Latvia,net generation,Europe,--,--,--,--,--,--,--,--,--,--,--,--,3.733,3.832,4.339,3.887,3.029,4.379,4.382,4.001,4.02922,4.16554,3.8596,3.85378,4.56842,4.78348,4.7377,4.62742,5.11928,5.41322,6.080051,5.582804,5.770285,5.852735,4.813333,5.184397,6.033633,7.17202,6.317738,6.052739,5.5190101,5.5384285
        Lithuania,net generation,Europe,--,--,--,--,--,--,--,--,--,--,--,--,17.645,13.949,9.162,12.157,14.648,12.912,16.104,12.254,10.34674,13.42376,16.13264,17.4843,17.44288,13.069113,10.84036,12.1015,11.959,13.09984,4.113736,3.46206,3.807551,3.543759,3.064047,3.607144,3.16264,3.109055,2.5445654,2.9224943,4.1760986,3.7041126
        Luxembourg,net generation,Europe,0.791,0.548,0.363,0.312,0.383,0.348,0.391,0.407,0.352,0.378,0.298,0.225,0.389,0.433,0.318,0.144,0.107,0.064,0.062,0.093,0.1321,0.56193,2.35157,2.3188,2.88582,2.83858,2.99818,2.7053,2.21288,2.64042,2.715026,2.24385,2.333717,1.459888,1.505688,0.861374,0.306917,0.462601,0.5452682,0.7711928,0.8836639,0.9208151
        Malta,net generation,Europe,0.506,0.554,0.608,0.635,0.658,0.737,0.799,0.887,0.968,1.034,1.23,1.334,1.401,1.41,1.449,1.534,1.559,1.585,1.618,1.743,1.80198,1.82642,1.92888,2.10184,2.08304,2.1056,2.12534,2.15824,2.17328,2.03892,1.98822,2.04886,2.16092,2.11904,2.1148,1.241942,0.807333,1.603623,1.9119268,2.0016997,2.0818584,2.1116277
        Montenegro,net generation,Europe,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2.86288,2.0794,2.73566,2.69766,3.91868,2.55688,2.74798,3.83454,3.07274,2.90128,3.04912,2.39528,3.304143,2.978541,2.806037,3.298510285
        Netherlands,net generation,Europe,62.97,62.18,57.793,57.089,60.293,59.579,63.63,65.031,66.249,69.581,67.801,70.082,72.592,72.388653,75.002,76.11,79.993,80.43608,84.685,80.642,84.31044,88.12854,90.32342,91.17422,96.5419,94.50572,92.93152,99.27836,101.72108,107.35418,116.502576,111.041441,101.080639,99.284698,100.436711,107.602149,111.549436,113.716349,112.2703969,119.0127664,118.4576141,117.439938
        North Macedonia,net generation,Europe,--,--,--,--,--,--,--,--,--,--,--,--,5.721,4.896,5.491,5.804,6.286,6.374,6.679,6.521,6.46054,6.01184,5.76296,6.40216,6.3409,6.60282,6.67146,6.15872,5.97474,6.48152,6.94626,6.4255,5.93892,5.80794,5.11708,5.279922,5.29601,5.243679,5.2859148,5.5017894,5.0426645,5.2351137
        Norway,net generation,Europe,82.705,91.811,91.603,104.863,105.028,101.561,95.546,102.684,108.131,117.762,120.284,109.258,115.77685,118.335,110.608,120.603,103.516,108.625,114.879,120.87,140.80948,119.70842,128.56782,105.2534,108.66352,135.3932,119.72378,134.10084,139.21964,129.06828,122.150138,125.262082,145.660999,132.633003,140.242,142.176,147.491,147.570003,145.1080429,131.9557672,153.9079342,157.5030781
        Poland,net generation,Europe,113.449,107.042,109.187,116.666,124.702,127.372,129.532,134.343,132.913,134.246,125.961,124.513,122.583,123.521,124.925,128.481,132.45722,132.447,132.249,130.904,133.61234,134.23304,133.03392,140.19562,142.7233,145.393158,150.719265,149.063852,145.509356,142.279486,143.35879,149.03546,143.015423,148.036692,142.273714,148.742268,151.980086,154.781107,155.1287839,149.1705333,144.4291258,166.5566896
        Portugal,net generation,Europe,14.948,13.518,15.089,17.721,18.83,18.56,19.886,19.854,20.894,24.869,27.09,28.398,27.983,29.544,30.03,31.597,33.118,32.78295,37.267,40.67,41.27818,44.07368,43.21964,44.4976,42.6633,43.70262,46.27512,44.78848,43.42942,47.34142,52.718559,50.850621,44.325043,49.418816,50.858783,49.94755,57.805044,55.910271,57.0441476,50.6540545,50.7827283,47.4692647
        Romania,net generation,Europe,63.867,66.355,65.169,66.543,67.861,68.101,71.477,70.183,71.479,71.928,61,54.21,51.532,52.79,52.481,56.548,58.063,54.649215,51.142,48.506,49.653,51.298,52.179,52.42,53.987,56.743,59.733,58.604542,61.702,54.747,57.67424,58.81578,55.72708,55.75262,62.36612,60.795554,59.783488,58.978383,59.6587406,54.857559,51.6490981,55.0189628
        Serbia,net generation,Europe,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,34.603,34.56922,34.76598,35.68332,35.40308,35.89158,34.22426,37.03382,31.70828,34.541154,35.589205,33.36169,33.7131023,33.5809988,34.2824072,34.8325942
        Slovakia,net generation,Europe,--,--,--,--,--,--,--,--,--,--,--,--,--,22.9295,23.3085,24.671,24.337,23.303,23.988,26.146,29.30758,30.15324,30.64922,29.39778,28.93062,29.3087,29.16634,26.101,26.90578,24.32788,24.928488,25.620182,25.856069,26.685,24.763528,24.501915,24.80742,25.390711,24.5804712,26.2454132,26.4638628,27.1942132
        Slovenia,net generation,Europe,--,--,--,--,--,--,--,--,--,--,--,--,11.573,10.945,11.748,12.007,11.973,12.349,12.855,12.487,13.05146,13.86954,13.99364,13.20332,14.62748,14.47288,14.46846,14.3853532,15.7091,15.729545,15.195545,14.845656,14.491595,14.763556,16.163572,13.846635,15.209111,15.06594,15.2205146,14.9967828,15.9986798,14.8517067
        Spain,net generation,Europe,108.579,109.573,113.188,114.778,117.409,124.778,127.486,127.987,129.867,140.075,143.675,147.118,148.172,147.425,152.877,156.873,165.187,179.752,183.533,194.466,208.74216,221.13356,226.02084,244.1845,259.36468,268.93376,279.96651,286.47399,295.63654,278.26738,287.233892,280.935997,282.383489,270.515861,264.252559,266.140544,260.499786,262.331536,261.8953206,261.8928532,251.1880323,259.4039234
        Sweden,net generation,Europe,94.18,100.48,97.156,107.133,121.376,134.069,135.623,143.45,142.435,141.168,141.531,142.098,141.432,140.774,137.814,143.626,135.6186,144.716,154.111,150.33,141.29314,156.83374,142.1832,130.91358,148.43829,154.58029,140.43141,145.26144,146.36321,133.53026,145.739156,147.241058,163.049952,149.524071,150.216634,159.282993,152.817652,160.971364,160.0995413,165.646854,159.2237017,165.2669798
        Switzerland,net generation,Europe,45.994,49.636,50.28,49.965,47.06,52.491,53.539,55.858,57.365,52.15,52.801,54.464,56.439,58.854,63.546,59.932,53.878,59.77957,59.882,63.993,61.17896,66.05242,60.43898,60.2358,58.92318,53.15657,57.14783,61.44204,61.94886,61.5709,61.332369,58.472671,63.466307,64.089035,65.260366,61.478906,56.645644,55.402721,61.1032427,65.2865348,66.0905137,59.5061349
        Turkiye,net generation,Europe,23.322,23.803,26.44,27.356,30.721,34.369,36.398,39.965,46.3,45.879,55.253,57.772,64.637,71.085,75.159,82.868,91.209,99.11184,106.47971,111.135,118.99016,116.58502,123.3396,133.9289,143.97546,154.2328,167.95614,181.90008,188.2498,185.50437,216.004075,220.674352,224.951966,255.817852,219.39739,254.931454,287.460686,280.6477644,255.6252953,297.4186944,328.8368523,317.1005807
        United Kingdom,net generation,Europe,264.918,258.792,253.864,257.115,261.707,274.562,279.07,283.498,288.315,294.582,297.67,301.413,299.641,300.042,302.355,307.633,328.457,326.543,340.133,344.024,352.58662,360.2617,362.42851,372.62865,368.74138,370.65059,368.44623,367.6483,360.71519,349.01892,363.598119,350.050286,344.691533,339.34853,321.330497,328.136974,326.0448092,324.556063,320.1469013,313.5442484,303.4642607,288.6085261
        Afghanistan,net generation,Asia & Oceania,0.942,0.992,0.952,1,1.019,1.034,1.135,1.218,1.08,1.089,1.098,0.989,0.685,0.677,0.669,0.608,0.549,0.499,0.46,0.455,0.467,0.592,0.687,0.939,0.894,0.934,0.837,0.946,0.72801,0.9381,0.9363,0.7713,0.882,1.1034,1.159,1.1832,1.2147,1.26426,1.16493,1.07269,0.80728,0.82909392
        American Samoa,net generation,Asia & Oceania,0.07,0.067,0.067,0.071,0.069,0.083,0.075,0.081,0.091,0.09,0.094,0.102,0.102,0.115,0.122,0.129,0.134,0.141,0.147,0.152,0.159,0.161,0.168,0.177,0.177,0.178,0.181,0.184,0.187,0.178,0.159,0.155,0.1579,0.158,0.158,0.165,0.173,0.172,0.168,0.168,0.159762562,0.169667366
        Australia,net generation,Asia & Oceania,87.393,92.911,96.736,98.048,103.716,110.425,116.272,121.915,130.92,139.221,146.187,148.367,150.7594,154.646,158.368,163.841,168.06766,173.354,185.41,191.63,197.94956,211.52182,214.62276,213.54056,222.98746,215.4893,219.830836,229.391976,229.451056,234.716996,233.590043,240.803257,233.296073,229.875825,241.555085,230.763959,245.87509,249.738884,250.2300914,249.5945858,250.6580269,246.7859061
        Bangladesh,net generation,Asia & Oceania,2.665,3.026,3.433,3.572,4.088,4.622,4.845,5.583,6.488,7.04,7.618,8.436,9.021,9.305,10.008,10.412,10.823,11.18302,12.15205,13.6251,14.873,16.39906,17.60006,18.58884,23.26852,25.442,29.245,29.208,32.328,35.069,38.491931,41.661816,45.825069,50.034294,52.588271,55.59178,64.831,68.91196,73.95634,79.5085,75.71701073,80.56857266
        Bhutan,net generation,Asia & Oceania,0.016,0.02,0.022,0.022,0.02,0.011,0.304,1.17,1.532,1.533,1.548,1.561,1.605,1.605,1.659,1.716,1.853,1.821,1.784,1.783,1.793,1.9211,2.178,2.504,2.33,2.621,4.475,6.496,6.892,6.929,7.256,6.976,6.746,7.532,7.15001,7.73202,7.88001,7.65127,6.89004,8.95104,8.951037979,9.001040409
        Brunei,net generation,Asia & Oceania,0.439,0.479,0.534,0.682,0.781,0.852,0.901,0.938,1.047,1.089,1.163,1.256,1.324,1.454,1.563,1.848,1.996,2.263,2.353,2.288,2.39042,2.42426,2.53894,2.99954,3.06816,3.06816,3.10012,3.1913,3.21762,3.39528,3.56448,3.49962,3.69432,4.138,4.23576,3.94712,4.01386,3.9077,4.03648,4.63714,4.402896567,4.684993947
        Burma,net generation,Asia & Oceania,1.435,1.352,1.502,1.622,1.823,2.038,2.157,2.226,2.14,2.402,2.389,2.579,2.892,3.267,3.459,3.894,3.79,4.261,3.939,4.413,4.90544,4.49898,4.98958,5.377,5.39294,5.80686,5.96266,6.1982,6.42994,6.81052,7.34832,9.6556,10.67104,12.16856,13.98332,15.71874,17.54162,20.46026,22.37986,23.73348,23.56005187,22.3615952
        Cambodia,net generation,Asia & Oceania,0.096,0.103,0.107,0.101,0.096,0.106,0.115,0.125,0.135,0.143,0.153,0.158,0.166,0.172,0.179,0.285,0.292,0.323,0.358,0.397,0.46718,0.50852,0.68612,0.71386,0.75692,0.9097,1.10934,1.40356,1.39398,1.17142,0.9296,0.9922,1.37266,1.72742,2.9839,4.25994,5.4275,6.76582,7.96357,8.45234,8.444186041,8.694232326
        China,net generation,Asia & Oceania,285.474,294.017,311.758,334.636,358.72,390.678,427.349,472.472,517.849,555.538,590.346,643.116,716.04,795.733,880.411,956.307,1005.499,1070.225,1103.697,1172.261,1280.613,1426.677,1584.671,1810.261,2103.526,2373.002,2716.712,3108.028,3297.443,3527.305,3986.89162,4465.47856,4740.27258,5171.54802,5400.11356,5584.765637,5904.640151,6389.805784,6800.815757,7152.505896,7455.467185,8151.518231
        Cook Islands,net generation,Asia & Oceania,0.01,0.011,0.01,0.009,0.01,0.011,0.012,0.013,0.013,0.014,0.015,0.015,0.0151,0.0151,0.0151,0.0191,0.0191,0.0191,0.0191,0.0211,0.0241,0.0241,0.0261,0.0271,0.0271,0.0271,0.0301,0.0311,0.0321,0.0311,0.0321,0.0321,0.0301,0.0298,0.028447,0.028472,0.032679,0.038,0.047,0.046,0.038,0.04246
        Fiji,net generation,Asia & Oceania,0.29,0.297,0.303,0.311,0.379,0.387,0.412,0.423,0.414,0.426,0.478,0.483,0.481,0.491,0.529,0.553,0.554,0.56002,0.556022,0.59995,0.6311,0.6741,0.7111,0.7231,0.7531,0.7871,0.8481,0.8591,0.8741,0.8611,0.8983,0.8691,0.86,0.892,0.911496,0.955385,0.958025,1.047409,1.096093,1.13913172,1.106664,1.134208817
        French Polynesia,net generation,Asia & Oceania,0.239,0.262,0.272,0.216,0.192,0.208,0.213,0.213,0.243,0.258,0.277,0.287,0.302,0.308,0.32,0.335,0.337,0.343,0.34,0.347,0.389,0.472,0.522,0.572,0.612,0.603,0.629,0.659,0.687,0.701,0.6293,0.6473,0.6423,0.5933,0.578554,0.580012,0.588004,0.587088,0.584043,0.6807,0.65942292,0.690411587
        Guam,net generation,Asia & Oceania,1.077,1.044,1.03,0.917,0.94,0.950804,0.991716,1.061857,1.159295,1.238688,1.286446,1.393476,1.4318,1.579283,1.668871,1.618677,1.73498,1.745462,1.765999,1.814,1.8497605,1.85,1.633,1.684,1.775,1.793,1.789384,1.767374,1.764301,1.7551,1.7582,1.7342,1.6846,1.674,1.625618,1.65388,1.722343,1.757632,1.724962,1.768962,1.699862,1.81919124
        Hawaiian Trade Zone,net generation,Asia & Oceania,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
        Hong Kong,net generation,Asia & Oceania,11.845,12.46,13.582,15.493,16.848,18.081,20.127,22.328,23.978,25.721,27.202,29.899,32.813,33.793,25.138,26.241,26.735,27.208,29.532,27.728,29.451,30.486,32.255,33.378,34.904,36.141,36.297,36.612,35.7116,36.406,36.03736,36.73332,36.47282,36.75922,37.46182,35.72556,36.00876,34.84592,34.415,34.744,33.1379,35.25172134
        India,net generation,Asia & Oceania,119.26,131.12,139.41,144.987,161.739,174.93,191.896,208.235,229.432,255.104,275.495,300.311,315.973,339.346877,366.118,396.074,412.682,441.169,470.765,504.536,537.652,556.822982,582.345,614.472,644.833,675.277,728.494,762.81,803.85,866.998,916.49978,1044.99438,1099.30308,1164.907617,1269.695749,1334.308704,1411.83407,1490.129117,1586.861183,1615.893536,1581.26851,1702.094
        Indonesia,net generation,Asia & Oceania,12.786,15.362,17.661,18.281,20.088,26.396,30.27,32.034,36.555,36.974,43.071,45.968,48.767,52.029,57.781,56.956,64.049,73.011,74.828,80.728,88.51896,96.1244,102.5959,108.43152,113.83622,121.012,126.692,135.85402,142.4764,148.5201,161.00948,173.7327,198.04872,213.68536,224.07946,230.15088,243.41434,252.51352,268.63774,279.11268,289.742955,306.572439
        Japan,net generation,Asia & Oceania,546.764,546.029,553.199,586.835,618.331,638.364,643.521,693.668,725.328,763.506,813.348,840.404,848.558,856.06,911.02,935.922,955.00903,985.076,991.287,996.945,983.184,965.017,982.598,973.485,1001.921,1011.127,1028.619,1069.041,1003.209,974.935,1079.223897,1044.066672,1043.550711,1027.427071,1027.238336,1003.029903,1002.320654,1005.866632,1008.910122,988.9822695,960.7846955,954.8569816
        Kiribati,net generation,Asia & Oceania,0.005,0.005,0.005,0.005,0.006,0.006,0.006,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.01,0.01,0.012,0.013,0.011,0.013,0.016,0.019,0.0214,0.0224,0.0224,0.0215,0.0215,0.0237,0.0247,0.0248,0.0248,0.025273,0.027902,0.029837,0.029837,0.029837,0.029837,0.032037,0.0337778
